// 道具ID	属性数下限	属性数下限	生命下限	生命上限	机率	内力下限	内力上限	机率	体力下限	体力上限	机率	攻击下限	攻击上限	机率	防御下限	防御上限	机率	暴击下限	暴击上限	机率	闪避下限	闪避上限	机率	移动速度下限	移动速度上限	机率	攻击速度下限	攻击速度上限	机率	伤害减免下限	伤害减免上限	机率	绝对伤害下限	绝对伤害上限	机率	防御无视下限	防御无视上限	机率	暴击倍数下限	暴击倍数上限	机率	冰伤害下限	冰伤害上限	机率	冰抗性下限	冰抗性上限	机率	火伤害下限	火伤害上限	机率	火抗性下限	火抗性上限	机率	玄伤害下限	玄伤害上限	机率	玄抗性下限	玄抗性上限	机率	毒伤害下限	毒伤害上限	机率	毒抗性下限	毒抗性上限	机率	需要的重置道具ID	重置需要的数量	需要的钱类型	重置需要的钱	需要的刷新道具ID	刷新需要的数量	刷新的钱类型	刷新需要的钱	可用锁定石ID	扣除可用锁定石数量
//【少林绿色武器】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
83003	3	3	370	370	0	72	72	0	13	13	3333	49	49	0	33	33	3334	17	17	3333	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
83004	3	3	554	554	0	105	105	0	17	17	3333	73	73	0	48	48	3334	26	26	3333	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
83005	3	3	738	738	0	137	137	0	21	21	3333	97	97	0	63	63	3334	35	35	3333	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
83006	3	3	921	921	0	170	170	0	25	25	3333	121	121	0	78	78	3334	43	43	3333	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
83007	3	3	1105	1105	0	202	202	0	30	30	3333	145	145	0	94	94	3334	52	52	3333	79	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
83008	3	3	1197	1197	0	218	218	0	32	32	3333	156	156	0	101	101	3334	56	56	3333	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
83009	3	3	1288	1288	0	234	234	0	34	34	3333	168	168	0	109	109	3334	61	61	3333	92	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
83010	3	3	1380	1380	0	251	251	0	36	36	3333	180	180	0	116	116	3334	65	65	3333	98	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
//【少林任务裤子绿色女】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181001	1	1	9	9	0	5	5	0	2	2	0	2	2	0	2	2	10000	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181002	1	1	78	78	0	17	17	0	3	3	0	11	11	0	7	7	10000	4	4	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181003	1	1	154	154	0	30	30	0	5	5	0	21	21	0	14	14	10000	7	7	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181004	1	1	231	231	0	44	44	0	7	7	0	31	31	0	20	20	10000	11	11	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181005	1	1	307	307	0	57	57	0	9	9	0	40	40	0	26	26	10000	14	14	0	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181006	1	1	384	384	0	71	71	0	11	11	0	50	50	0	33	33	10000	18	18	0	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181007	1	1	460	460	0	84	84	0	12	12	0	60	60	0	39	39	10000	22	22	0	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181008	1	1	499	499	0	91	91	0	13	13	0	65	65	0	42	42	10000	23	23	0	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181009	1	1	537	537	0	98	98	0	14	14	0	70	70	0	45	45	10000	25	25	0	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
181010	1	1	575	575	0	104	104	0	15	15	0	75	75	0	48	48	10000	27	27	0	41	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
//【少林任务裤子蓝色女】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182001	2	2	14	14	0	7	7	0	3	3	5000	3	3	0	3	3	5000	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182002	2	2	125	125	0	27	27	0	5	5	5000	17	17	0	12	12	5000	6	6	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182003	2	2	247	247	0	48	48	0	8	8	5000	33	33	0	22	22	5000	12	12	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182004	2	2	369	369	0	70	70	0	11	11	5000	49	49	0	32	32	5000	17	17	0	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182005	2	2	492	492	0	91	91	0	14	14	5000	65	65	0	42	42	5000	23	23	0	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182006	2	2	614	614	0	113	113	0	17	17	5000	80	80	0	52	52	5000	29	29	0	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182007	2	2	737	737	0	135	135	0	20	20	5000	96	96	0	62	62	5000	35	35	0	52	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182008	2	2	798	798	0	145	145	0	21	21	5000	104	104	0	67	67	5000	38	38	0	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182009	2	2	859	859	0	156	156	0	23	23	5000	112	112	0	72	72	5000	40	40	0	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
182010	2	2	920	920	0	167	167	0	24	24	5000	120	120	0	77	77	5000	43	43	0	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
//【少林任务裤子紫色女】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183001	3	3	22	22	0	11	11	0	4	4	3333	4	4	0	4	4	3334	1	1	3333	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183002	3	3	187	187	0	40	40	0	8	8	3333	26	26	0	18	18	3334	9	9	3333	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183003	3	3	370	370	0	72	72	0	13	13	3333	49	49	0	33	33	3334	17	17	3333	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183004	3	3	554	554	0	105	105	0	17	17	3333	73	73	0	48	48	3334	26	26	3333	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183005	3	3	738	738	0	137	137	0	21	21	3333	97	97	0	63	63	3334	35	35	3333	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183006	3	3	921	921	0	170	170	0	25	25	3333	121	121	0	78	78	3334	43	43	3333	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183007	3	3	1105	1105	0	202	202	0	30	30	3333	145	145	0	94	94	3334	52	52	3333	79	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183008	3	3	1197	1197	0	218	218	0	32	32	3333	156	156	0	101	101	3334	56	56	3333	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183009	3	3	1288	1288	0	234	234	0	34	34	3333	168	168	0	109	109	3334	61	61	3333	92	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
183010	3	3	1380	1380	0	251	251	0	36	36	3333	180	180	0	116	116	3334	65	65	3333	98	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
//【少林任务护腕】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
//【少林任务护腕绿色男】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86001	1	1	6	6	0	3	3	0	1	1	0	1	1	0	1	1	0	1	1	10000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86002	1	1	55	55	0	12	12	0	2	2	0	8	8	0	5	5	0	3	3	10000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86003	1	1	109	109	0	21	21	0	4	4	0	15	15	0	10	10	0	5	5	10000	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86004	1	1	164	164	0	31	31	0	5	5	0	22	22	0	14	14	0	8	8	10000	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86005	1	1	218	218	0	40	40	0	6	6	0	29	29	0	19	19	0	10	10	10000	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86006	1	1	272	272	0	50	50	0	8	8	0	36	36	0	23	23	0	13	13	10000	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86007	1	1	326	326	0	60	60	0	9	9	0	43	43	0	28	28	0	15	15	10000	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86008	1	1	353	353	0	64	64	0	9	9	0	46	46	0	30	30	0	17	17	10000	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86009	1	1	380	380	0	69	69	0	10	10	0	50	50	0	32	32	0	18	18	10000	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
86010	1	1	407	407	0	74	74	0	11	11	0	53	53	0	34	34	0	19	19	10000	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
//【少林任务护腕蓝色男】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87001	2	2	10	10	0	5	5	0	2	2	5000	2	2	0	2	2	0	2	2	5000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87002	2	2	88	88	0	19	19	0	4	4	5000	12	12	0	8	8	0	4	4	5000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87003	2	2	175	175	0	34	34	0	6	6	5000	23	23	0	16	16	0	8	8	5000	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87004	2	2	262	262	0	49	49	0	8	8	5000	35	35	0	23	23	0	12	12	5000	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87005	2	2	348	348	0	65	65	0	10	10	5000	46	46	0	30	30	0	16	16	5000	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87006	2	2	435	435	0	80	80	0	12	12	5000	57	57	0	37	37	0	21	21	5000	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87007	2	2	522	522	0	95	95	0	14	14	5000	68	68	0	44	44	0	25	25	5000	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87008	2	2	565	565	0	103	103	0	15	15	5000	74	74	0	48	48	0	27	27	5000	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87009	2	2	608	608	0	111	111	0	16	16	5000	79	79	0	51	51	0	29	29	5000	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
87010	2	2	652	652	0	118	118	0	17	17	5000	85	85	0	55	55	0	31	31	5000	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
//【少林任务护腕紫色男】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88001	3	3	15	15	0	8	8	0	3	3	3333	3	3	0	3	3	0	3	3	3334	2	2	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88002	3	3	132	132	0	28	28	0	6	6	3333	18	18	0	13	13	0	6	6	3334	10	10	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88003	3	3	262	262	0	51	51	0	9	9	3333	35	35	0	23	23	0	12	12	3334	19	19	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88004	3	3	392	392	0	74	74	0	12	12	3333	52	52	0	34	34	0	19	19	3334	28	28	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88005	3	3	522	522	0	97	97	0	15	15	3333	69	69	0	45	45	0	25	25	3334	37	37	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88006	3	3	653	653	0	120	120	0	18	18	3333	86	86	0	56	56	0	31	31	3334	47	47	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88007	3	3	783	783	0	143	143	0	21	21	3333	102	102	0	66	66	0	37	37	3334	56	56	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88008	3	3	848	848	0	155	155	0	23	23	3333	111	111	0	72	72	0	40	40	3334	60	60	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88009	3	3	913	913	0	166	166	0	24	24	3333	119	119	0	77	77	0	43	43	3334	65	65	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
88010	3	3	978	978	0	177	177	0	26	26	3333	128	128	0	82	82	0	46	46	3334	69	69	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
//【少林任务护腕绿色女】	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
186001	1	1	6	6	0	3	3	0	1	1	0	1	1	0	1	1	0	1	1	10000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
186002	1	1	55	55	0	12	12	0	2	2	0	8	8	0	5	5	0	3	3	10000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
186003	1	1	109	109	0	21	21	0	4	4	0	15	15	0	10	10	0	5	5	10000	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
186004	1	1	164	164	0	31	31	0	5	5	0	22	22	0	14	14	0	8	8	10000	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
186005	1	1	218	218	0	40	40	0	6	6	0	29	29	0	19	19	0	10	10	10000	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005001	1	1	10000	4005001	0	1	10000	4006001	1
