//名称	编号	脚本ID	品质（白绿蓝紫橙）	类型	物品模型编号(男)	物品模型编号(女)	最大耐久度	耐久改变方式	耐久改变数	叠加数量	购入货币类型	购买价格	出售货币类型	出售价格	使用门派	等级需求	性别需求	可否锻造(升品质)	可否强化	可否鉴定(重置属性条数)重置	可否洗练	可否精炼(升星)	可否升级(如:20升级30级)	可否打孔	可否摘宝石	可否洗星	可否丢弃	可否卖店	可否交易	可否修理	可否存仓库	死亡掉落	可否使用	可否鉴定	冷却时间	冷却组	吟唱时间（毫秒）	道具颜色类型	任务关联	任务关联数量	图标编号	地上模型号	宝石类型	绑定类型（）	物品说明
红心法师魂魄	182023	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	红心法师的魂魄，收集一定数量魂魄和其他物品可以召唤红心法师
红心法师魔焰石	182024	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	红心法师的魔焰石，收集一定数量魔焰石和其他物品可以召唤红心法师
大剑士兵火灵	182031	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	大剑士兵的身体碎片，收集一定数量碎片和其他物品可以召唤大剑士兵
大剑士兵精华液	182032	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	大剑士兵的精华液，收集一定数量精华液和其他物品可以召唤大剑士兵
大剑士兵魂魄	182033	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	大剑士兵的魂魄，收集一定数量魂魄和其他物品可以召唤大剑士兵
大剑士兵魔焰石	182034	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	大剑士兵的魔焰石，收集一定数量魔焰石和其他物品可以召唤大剑士兵
火鼠火灵	182041	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	火鼠的身体碎片，收集一定数量碎片和其他物品可以召唤火鼠
火鼠精华液	182042	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	火鼠的精华液，收集一定数量精华液和其他物品可以召唤火鼠
火鼠魂魄	182043	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	火鼠的魂魄，收集一定数量魂魄和其他物品可以召唤火鼠
火鼠魔焰石	182044	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	火鼠的魔焰石，收集一定数量魔焰石和其他物品可以召唤火鼠
火狐火灵	182051	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	火狐的身体碎片，收集一定数量碎片和其他物品可以召唤火狐
火狐精华液	182052	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	火狐的精华液，收集一定数量精华液和其他物品可以召唤火狐
火狐魂魄	182053	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	火狐的魂魄，收集一定数量魂魄和其他物品可以召唤火狐
火狐魔焰石	182054	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	火狐的魔焰石，收集一定数量魔焰石和其他物品可以召唤火狐
散兵游勇火灵	182061	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	散兵游勇的身体碎片，收集一定数量碎片和其他物品可以召唤散兵游勇
散兵游勇精华液	182062	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	散兵游勇的精华液，收集一定数量精华液和其他物品可以召唤散兵游勇
散兵游勇魂魄	182063	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	散兵游勇的魂魄，收集一定数量魂魄和其他物品可以召唤散兵游勇
散兵游勇魔焰石	182064	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	散兵游勇的魔焰石，收集一定数量魔焰石和其他物品可以召唤散兵游勇
雷锤勇士火灵	182071	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	雷锤勇士的身体碎片，收集一定数量碎片和其他物品可以召唤雷锤勇士
雷锤勇士精华液	182072	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	雷锤勇士的精华液，收集一定数量精华液和其他物品可以召唤雷锤勇士
雷锤勇士魂魄	182073	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	雷锤勇士的魂魄，收集一定数量魂魄和其他物品可以召唤雷锤勇士
雷锤勇士魔焰石	182074	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	雷锤勇士的魔焰石，收集一定数量魔焰石和其他物品可以召唤雷锤勇士
巨斧人火灵	182081	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	巨斧人的身体碎片，收集一定数量碎片和其他物品可以召唤巨斧人
巨斧人精华液	182082	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	巨斧人的精华液，收集一定数量精华液和其他物品可以召唤巨斧人
巨斧人魂魄	182083	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	巨斧人的魂魄，收集一定数量魂魄和其他物品可以召唤巨斧人
巨斧人魔焰石	182084	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	巨斧人的魔焰石，收集一定数量魔焰石和其他物品可以召唤巨斧人
长戟士兵火灵	182091	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	长戟士兵的身体碎片，收集一定数量碎片和其他物品可以召唤长戟士兵
长戟士兵精华液	182092	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	长戟士兵的精华液，收集一定数量精华液和其他物品可以召唤长戟士兵
长戟士兵魂魄	182093	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	长戟士兵的魂魄，收集一定数量魂魄和其他物品可以召唤长戟士兵
长戟士兵魔焰石	182094	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	长戟士兵的魔焰石，收集一定数量魔焰石和其他物品可以召唤长戟士兵
女斧手火灵	182101	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	女斧手的身体碎片，收集一定数量碎片和其他物品可以召唤女斧手
女斧手精华液	182102	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	女斧手的精华液，收集一定数量精华液和其他物品可以召唤女斧手
女斧手魂魄	182103	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	女斧手的魂魄，收集一定数量魂魄和其他物品可以召唤女斧手
女斧手魔焰石	182104	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	女斧手的魔焰石，收集一定数量魔焰石和其他物品可以召唤女斧手
斧头狼人火灵	182111	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	斧头狼人的身体碎片，收集一定数量碎片和其他物品可以召唤斧头狼人
斧头狼人精华液	182112	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	斧头狼人的精华液，收集一定数量精华液和其他物品可以召唤斧头狼人
斧头狼人魂魄	182113	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	斧头狼人的魂魄，收集一定数量魂魄和其他物品可以召唤斧头狼人
斧头狼人魔焰石	182114	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	斧头狼人的魔焰石，收集一定数量魔焰石和其他物品可以召唤斧头狼人
精灵射手火灵	182121	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183001	1	0	0	精灵射手的身体碎片，收集一定数量碎片和其他物品可以召唤精灵射手
精灵射手精华液	182122	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183002	1	0	0	精灵射手的精华液，收集一定数量精华液和其他物品可以召唤精灵射手
精灵射手魂魄	182123	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183003	1	0	0	精灵射手的魂魄，收集一定数量魂魄和其他物品可以召唤精灵射手
精灵射手魔焰石	182124	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	183004	1	0	0	精灵射手的魔焰石，收集一定数量魔焰石和其他物品可以召唤精灵射手
小鱼人火灵	183011	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	小鱼人的身体碎片，收集一定数量碎片和其他物品可以召唤小鱼人
小鱼人精华液	183012	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	小鱼人的精华液，收集一定数量精华液和其他物品可以召唤小鱼人
小鱼人魂魄	183013	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	小鱼人的魂魄，收集一定数量魂魄和其他物品可以召唤小鱼人
小鱼人魔焰石	183014	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	小鱼人的魔焰石，收集一定数量魔焰石和其他物品可以召唤小鱼人
剧毒人火灵	183021	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	剧毒人的身体碎片，收集一定数量碎片和其他物品可以召唤剧毒人
剧毒人精华液	183022	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	剧毒人的精华液，收集一定数量精华液和其他物品可以召唤剧毒人
剧毒人魂魄	183023	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	剧毒人的魂魄，收集一定数量魂魄和其他物品可以召唤剧毒人
剧毒人魔焰石	183024	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	剧毒人的魔焰石，收集一定数量魔焰石和其他物品可以召唤剧毒人
稻草人火灵	183031	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	稻草人的身体碎片，收集一定数量碎片和其他物品可以召唤稻草人
稻草人精华液	183032	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	稻草人的精华液，收集一定数量精华液和其他物品可以召唤稻草人
稻草人魂魄	183033	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	稻草人的魂魄，收集一定数量魂魄和其他物品可以召唤稻草人
稻草人魔焰石	183034	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	稻草人的魔焰石，收集一定数量魔焰石和其他物品可以召唤稻草人
妙妙猫火灵	183041	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	妙妙猫的身体碎片，收集一定数量碎片和其他物品可以召唤妙妙猫
妙妙猫精华液	183042	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	妙妙猫的精华液，收集一定数量精华液和其他物品可以召唤妙妙猫
妙妙猫魂魄	183043	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	妙妙猫的魂魄，收集一定数量魂魄和其他物品可以召唤妙妙猫
妙妙猫魔焰石	183044	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	妙妙猫的魔焰石，收集一定数量魔焰石和其他物品可以召唤妙妙猫
地狱犬火灵	183051	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	地狱犬的身体碎片，收集一定数量碎片和其他物品可以召唤地狱犬
地狱犬精华液	183052	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	地狱犬的精华液，收集一定数量精华液和其他物品可以召唤地狱犬
地狱犬魂魄	183053	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	地狱犬的魂魄，收集一定数量魂魄和其他物品可以召唤地狱犬
地狱犬魔焰石	183054	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	地狱犬的魔焰石，收集一定数量魔焰石和其他物品可以召唤地狱犬
罗宾汉火灵	183061	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	罗宾汉的身体碎片，收集一定数量碎片和其他物品可以召唤罗宾汉
罗宾汉精华液	183062	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	罗宾汉的精华液，收集一定数量精华液和其他物品可以召唤罗宾汉
罗宾汉魂魄	183063	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	罗宾汉的魂魄，收集一定数量魂魄和其他物品可以召唤罗宾汉
罗宾汉魔焰石	183064	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	罗宾汉的魔焰石，收集一定数量魔焰石和其他物品可以召唤罗宾汉
印第安纳狼人火灵	184011	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	印第安纳狼人的身体碎片，收集一定数量碎片和其他物品可以召唤印第安纳狼人
印第安纳狼人精华液	184012	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	印第安纳狼人的精华液，收集一定数量精华液和其他物品可以召唤印第安纳狼人
印第安纳狼人魂魄	184013	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	印第安纳狼人的魂魄，收集一定数量魂魄和其他物品可以召唤印第安纳狼人
印第安纳狼人魔焰石	184014	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	印第安纳狼人的魔焰石，收集一定数量魔焰石和其他物品可以召唤印第安纳狼人
沙漠大盗火灵	184021	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	沙漠大盗的身体碎片，收集一定数量碎片和其他物品可以召唤沙漠大盗
沙漠大盗精华液	184022	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	沙漠大盗的精华液，收集一定数量精华液和其他物品可以召唤沙漠大盗
沙漠大盗魂魄	184023	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	沙漠大盗的魂魄，收集一定数量魂魄和其他物品可以召唤沙漠大盗
沙漠大盗魔焰石	184024	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	沙漠大盗的魔焰石，收集一定数量魔焰石和其他物品可以召唤沙漠大盗
犀牛战将火灵	184031	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184001	1	0	0	犀牛战将的身体碎片，收集一定数量碎片和其他物品可以召唤犀牛战将
犀牛战将精华液	184032	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184002	1	0	0	犀牛战将的精华液，收集一定数量精华液和其他物品可以召唤犀牛战将
犀牛战将魂魄	184033	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184003	1	0	0	犀牛战将的魂魄，收集一定数量魂魄和其他物品可以召唤犀牛战将
犀牛战将魔焰石	184034	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	184004	1	0	0	犀牛战将的魔焰石，收集一定数量魔焰石和其他物品可以召唤犀牛战将
鸟人火灵	185011	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	鸟人的身体碎片，收集一定数量碎片和其他物品可以召唤鸟人
鸟人精华液	185012	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	鸟人的精华液，收集一定数量精华液和其他物品可以召唤鸟人
鸟人魂魄	185013	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	鸟人的魂魄，收集一定数量魂魄和其他物品可以召唤鸟人
鸟人魔焰石	185014	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	鸟人的魔焰石，收集一定数量魔焰石和其他物品可以召唤鸟人
猫女火灵	185021	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	猫女的身体碎片，收集一定数量碎片和其他物品可以召唤猫女
猫女精华液	185022	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	猫女的精华液，收集一定数量精华液和其他物品可以召唤猫女
猫女魂魄	185023	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	猫女的魂魄，收集一定数量魂魄和其他物品可以召唤猫女
猫女魔焰石	185024	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	猫女的魔焰石，收集一定数量魔焰石和其他物品可以召唤猫女
波斯女火灵	185031	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	波斯女的身体碎片，收集一定数量碎片和其他物品可以召唤波斯女
波斯女精华液	185032	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	波斯女的精华液，收集一定数量精华液和其他物品可以召唤波斯女
波斯女魂魄	185033	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	波斯女的魂魄，收集一定数量魂魄和其他物品可以召唤波斯女
波斯女魔焰石	185034	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	波斯女的魔焰石，收集一定数量魔焰石和其他物品可以召唤波斯女
凯丽根火灵	185041	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	凯丽根的身体碎片，收集一定数量碎片和其他物品可以召唤凯丽根
凯丽根精华液	185042	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	凯丽根的精华液，收集一定数量精华液和其他物品可以召唤凯丽根
凯丽根魂魄	185043	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	凯丽根的魂魄，收集一定数量魂魄和其他物品可以召唤凯丽根
凯丽根魔焰石	185044	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	凯丽根的魔焰石，收集一定数量魔焰石和其他物品可以召唤凯丽根
三角头火灵	185051	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	三角头的身体碎片，收集一定数量碎片和其他物品可以召唤三角头
三角头精华液	185052	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	三角头的精华液，收集一定数量精华液和其他物品可以召唤三角头
三角头魂魄	185053	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	三角头的魂魄，收集一定数量魂魄和其他物品可以召唤三角头
三角头魔焰石	185054	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	三角头的魔焰石，收集一定数量魔焰石和其他物品可以召唤三角头
卢西恩变形火灵	185061	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	卢西恩变形的身体碎片，收集一定数量碎片和其他物品可以召唤卢西恩变形
