//属性ID	装备类型	装备等级	装备品级(颜色)	1阶增加的属性	2阶增加的属性	3阶增加的属性	4阶增加的属性	5阶增加的属性	6阶增加的属性	7阶增加的属性	8阶增加的属性	9阶增加的属性	10阶增加的属性	1星增加属性	2星增加属性	3星增加属性	4星增加属性	5星增加属性	6星增加属性	7星增加属性	8星增加属性	9星增加属性	10星增加属性	11星增加属性	12星增加属性	生命下限	生命上限	机率	精炼+生命	内力下限	内力上限	机率	精炼+内力	体力下限	体力上限	机率	精炼+体力	攻击下限	攻击上限	机率	精炼+攻击	防御下限	防御上限	机率	精炼+防御	暴击下限	暴击上限	机率	精炼+暴击	闪避下限	闪避上限	机率	精炼+闪避	移动速度下限	移动速度上限	机率	精炼+移动	攻击速度下限	攻击速度上限	机率	精炼+攻击	伤害减免下限	伤害减免上限	机率	精炼+伤害	绝对伤害下限	绝对伤害上限	机率	精炼+绝对伤害	防御无视下限	防御无视上限	机率	精炼+防御	暴击倍数下限	暴击倍数上限	机率	精炼+暴击	冰伤害下限	冰伤害上限	机率	精炼+冰伤害	冰抗性下限	冰抗性上限	机率	精炼+冰抗性	火伤害下限	火伤害上限	机率	精炼+火伤	火抗性下限	火抗性上限	机率	精炼+火抗性	玄伤害下限	玄伤害上限	机率	精炼+玄伤害	玄抗性下限	玄抗性上限	机率	精炼+玄抗性	毒伤害下限	毒伤害上限	机率	精炼+毒伤害	毒抗性下限	毒抗性上限	机率	精炼+毒伤害	随机出1条附加属性几率	出2条附加属性几率	出3条附加属性几率	出4条附加属性几率	出5条附加属性几率	出6条附加属性几率	洗练道具ID	洗练需要的道具数量	洗练需要的钱	洗练可用锁定石ID	洗练扣除可用锁定石数量	精炼道具ID	精炼需要的道具数量	精炼需要的钱
//武器																																																																																																																											
10903003	109	30	3	0	82	126	174	224	276	331	389	449	512	42	85	127	170	213	255	298	341	383	426	426	426	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10903004	109	30	4	0	109	169	232	299	369	442	519	599	683	61	123	184	246	307	369	431	492	554	615	615	615	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10903005	109	30	5	0	136	211	290	373	461	553	649	749	853	85	170	255	341	426	511	597	682	767	852	852	852	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10904001	109	40	1	0	35	55	75	96	117	140	163	188	213	24	48	72	97	121	145	169	194	218	242	242	242	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10904002	109	40	2	0	71	110	150	192	235	280	327	376	426	36	72	109	145	181	218	254	291	327	363	363	363	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10904003	109	40	3	0	107	165	225	288	353	421	491	564	639	54	109	163	218	272	327	382	436	491	545	545	545	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10904004	109	40	4	0	143	220	300	384	471	561	655	752	853	78	157	236	315	394	473	552	630	709	788	788	788	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10904005	109	40	5	0	179	275	375	480	588	701	819	940	1066	109	218	327	436	545	655	764	873	982	1091	1091	1091	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10905001	109	50	1	0	44	67	92	117	143	170	197	226	255	29	59	88	118	147	177	207	236	266	295	295	295	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10905002	109	50	2	0	88	135	184	234	286	340	395	452	511	44	88	133	177	221	266	310	354	399	443	443	443	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10905003	109	50	3	0	133	203	276	351	429	510	593	679	767	66	133	199	266	332	399	465	532	598	665	665	665	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10905004	109	50	4	0	177	271	368	469	573	680	791	905	1023	96	192	288	384	480	576	672	769	865	961	961	961	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10905005	109	50	5	0	221	339	460	586	716	850	989	1131	1278	133	266	399	532	665	798	931	1064	1197	1331	1331	1331	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906001	109	60	1	0	52	80	109	138	168	199	231	264	298	34	69	104	139	174	209	244	279	314	348	348	348	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906002	109	60	2	0	105	161	218	277	337	399	463	529	596	52	104	157	209	261	314	366	418	471	523	523	523	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906003	109	60	3	0	158	241	327	415	506	599	695	793	894	78	157	235	314	392	471	549	628	706	785	785	785	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906004	109	60	4	0	211	322	436	554	675	799	927	1058	1193	113	226	340	453	566	680	793	907	1020	1133	1133	1133	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906005	109	60	5	0	264	402	545	692	843	999	1159	1323	1491	157	314	471	628	785	942	1099	1256	1413	1570	1570	1570	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906501	109	65	1	0	61	93	126	159	194	229	265	302	340	40	80	120	160	201	241	281	321	361	402	402	402	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906502	109	65	2	0	122	186	252	319	388	459	531	605	681	60	120	180	241	301	361	422	482	542	603	603	603	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906503	109	65	3	0	184	279	378	479	582	688	797	908	1022	90	180	271	361	452	542	633	723	814	904	904	904	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906504	109	65	4	0	245	373	504	639	777	918	1063	1211	1363	130	261	391	522	653	783	914	1045	1175	1306	1306	1306	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10906505	109	65	5	0	306	466	630	798	971	1148	1329	1514	1703	180	361	542	723	904	1085	1266	1447	1628	1809	1809	1809	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907001	109	70	1	0	69	106	143	181	219	259	299	341	383	45	91	136	182	227	273	318	364	409	455	455	455	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907002	109	70	2	0	139	212	286	362	439	518	599	682	766	68	136	204	273	341	409	477	546	614	682	682	682	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907003	109	70	3	0	209	318	429	543	659	778	899	1023	1149	102	204	307	409	512	614	716	819	921	1024	1024	1024	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907004	109	70	4	0	279	424	572	724	879	1037	1199	1364	1533	147	295	443	591	739	887	1035	1183	1331	1479	1479	1479	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907005	109	70	5	0	349	530	715	905	1098	1296	1499	1705	1916	204	409	614	819	1024	1228	1433	1638	1843	2048	2048	2048	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907501	109	75	1	0	78	118	160	202	245	289	333	379	425	50	101	152	203	254	304	355	406	457	508	508	508	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907502	109	75	2	0	156	237	320	404	490	578	667	758	851	76	152	228	304	381	457	533	609	686	762	762	762	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907503	109	75	3	0	235	356	480	606	735	867	1001	1138	1277	114	228	343	457	571	686	800	914	1029	1143	1143	1143	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907504	109	75	4	0	313	475	640	809	981	1156	1335	1517	1703	165	330	495	660	825	991	1156	1321	1486	1651	1651	1651	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
10907505	109	75	5	0	391	594	800	1011	1226	1445	1669	1896	2128	228	457	686	914	1143	1372	1601	1829	2058	2287	2287	2287	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
//护符																										8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11001001	110	10	1	0	2	3	5	6	8	10	13	15	18	1	3	5	7	8	10	12	14	16	17	17	17	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11001002	110	10	2	0	4	7	10	13	17	21	26	31	36	2	5	8	10	13	16	18	21	24	26	26	26	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11001003	110	10	3	0	6	10	15	20	26	32	39	47	54	4	8	12	16	20	24	28	32	36	40	40	40	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11001004	110	10	4	0	9	14	20	27	35	43	52	62	73	5	11	17	23	29	35	40	46	52	58	58	58	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11001005	110	10	5	0	11	18	26	34	44	54	66	78	91	8	16	24	32	40	48	56	64	72	80	80	80	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11002001	110	20	1	0	4	6	8	11	14	17	20	23	27	2	5	8	11	14	17	20	23	26	28	28	28	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11002002	110	20	2	0	8	12	17	22	28	34	40	47	54	4	8	13	17	21	26	30	34	39	43	43	43	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11002003	110	20	3	0	12	18	26	34	42	51	60	70	81	6	13	19	26	32	39	45	52	58	65	65	65	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11002004	110	20	4	0	16	25	34	45	56	68	81	94	108	9	18	28	37	47	56	65	75	84	94	94	94	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11002005	110	20	5	0	20	31	43	56	70	85	101	118	135	13	26	39	52	65	78	91	104	117	130	130	130	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11003001	110	30	1	0	5	8	12	15	19	23	27	31	35	3	7	11	15	19	23	27	31	35	39	39	39	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11003002	110	30	2	0	11	17	24	31	38	46	54	63	71	5	11	17	23	29	35	41	47	53	59	59	59	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11003003	110	30	3	0	17	26	36	47	58	69	81	94	107	8	17	26	35	44	53	62	71	80	89	89	89	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11003004	110	30	4	0	23	35	49	63	77	93	109	126	143	12	25	38	51	64	77	90	103	116	129	129	129	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
11003005	110	30	5	0	28	44	61	78	97	116	136	157	179	17	35	53	71	89	107	125	143	161	179	179	179	8	67	1000	2	4	14	1250	3	2	3	1250	1	2	9	650	4	2	6	650	1	1	3	650	1	1	5	650	1	1	6	650	2	1	6	650	1	1	13	650	2	4	16	650	2	1	4	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	1	8	650	1	3000	2500	1500	1500	1000	500	4005001	1	10000	4006001	1	4005001	0	10000
