//±‡∫≈	√˚≥∆	Õ‚π€±‡∫≈&Õ∑œÒ±‡∫≈	µ»º∂	…˙√¸	ƒ⁄¡¶	 ∆¡¶	∑«’Ω∂∑“∆∂ØÀŸ∂»	’Ω∂∑“∆∂ØÀŸ∂»	÷ÿ…˙ ±º‰£®∫¡√Î£©	ø… ”æ‡¿Î	…ÌÃÂƒ£–Õ¥Û–°	◊‘”…ªÓ∂Ø∑∂Œß	◊∑◊Ÿ∑∂Œß	π•ª˜÷µ	∑¿”˘÷µ	…¡±‹÷µ	±©ª˜÷µ	π•ª˜ÀŸ∂»	π÷ŒÔ¿‡–Õ	π•ª˜¿‡–Õ	–Ø¥¯æ≠—È	–Ø¥¯’Ê∆¯	—™π÷±‰…Ìº∏¬ 	π•π÷±‰…Ìº∏¬ 	∑¿π÷±‰…Ìº∏¬ 	π•ª˜º‰∏Ù£®º‰∏Ù£©	…±π÷»ŒŒÒ∑÷◊È	≥ØœÚΩ«∂»	◊∑ª˜Õ£÷πÃıº˛	“∆∂Ø¿‡–Õ	À—À˜ƒø±Íº‰∏Ù	Õ£¡Ù ±º‰œ¬œﬁ	Õ£¡Ù ±º‰…œœﬁ	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	Ai¿‡–Õ	GROUPID	øπ±©	∆∆ª˜	øπ∆∆	¥©¥Ã	øπ¥©	√¸÷–
//°æ • ﬁπ»°ø	±‡∫≈1-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21968	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21969	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21970	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21971	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21972	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21973	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21974	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21975	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21976	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21977	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21978	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21979	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21980	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21981	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21982	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21983	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21984	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21985	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21986	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21987	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21988	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21989	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21990	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21991	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21992	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21993	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21994	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21995	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21996	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21997	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21998	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
21999	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
22000	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
//°æ√ø»’ªÓ∂Ø°ø	0	0	0	0	0	0	60	0	0	0	0	0	500	0	0	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	12000	0	0	0	0	0	0	0	0	0	0
31201	Ú·ÚÊæﬁƒß	20014	21	8932	0	0	60	100	10000	8000	100	200	5000	122	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	7	1	0	0	100	0	100	0
31202	 »—™¿«Õı	20024	22	9000	0	0	60	100	10000	8000	100	200	5000	125	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	58241	58242	58243	58244	12001	7	1	0	0	100	0	100	0
31203	 Ø»ÀÕı	20029	23	9010	0	0	60	100	10000	8000	100	200	5000	128	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	58291	58292	58293	12001	12001	7	1	0	0	100	0	100	0
31204	±˘—©≈ÆŒ◊	20028	24	9115	0	0	60	100	10000	8000	100	200	5000	133	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	58281	58282	58283	58281	58281	7	1	0	0	100	0	100	0
31954	100º∂√®Õ∑æ˝Õı	20010	100	46586	0	0	60	100	10000	8000	100	200	5000	1371	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	58101	58102	12001	58104	58105	7	1	100	0	100	0	100	0
31955	100º∂∞µ“π¿«Õı	20035	100	46603	0	0	60	100	10000	8000	100	200	5000	1378	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	58351	58352	58353	12001	12001	7	1	100	0	100	0	100	0
31956	100º∂µÿ”¸Õı∫Ó	20054	100	46627	0	0	60	100	10000	8000	100	200	5000	1385	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	7	1	100	0	100	0	100	0
31957	100º∂¡∂”¸π˙Õı	20023	100	46645	0	0	60	100	10000	8000	100	200	5000	1392	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	58231	58232	58233	12001	12001	7	1	100	0	100	0	100	0
31958	100º∂Œ¸—™πÌÕı	20064	100	46668	0	0	60	100	10000	8000	100	200	5000	1405	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50641	50643	12001	12001	7	1	100	0	100	0	100	0
31959	100º∂∂Òƒß÷Æ◊Ê	20036	100	46752	0	0	60	100	10000	8000	100	200	5000	1443	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50363	50363	12001	12001	7	1	100	0	100	0	100	0
32201	…• ¨	20070	21	2164	0	0	60	100	10000	8000	100	200	5000	72	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50702	12001	12001	12001	5	1	0	0	0	0	0	0
32202	æﬁƒß…• ¨	20070	22	2199	0	0	60	100	10000	8000	100	200	5000	74	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50702	12001	12001	12001	5	1	0	0	0	0	0	0
32203	∞µ“π…Òº˝ ÷	20054	23	2251	0	0	60	100	10000	8000	100	200	5000	76	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	7	1	0	0	0	0	0	0
32204	∞µ“πƒßÕı	20075	24	2321	0	0	60	100	10000	8000	100	200	5000	78	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50751	12001	12001	12001	7	1	0	0	0	0	0	0
32205	…Ó‘®¡Ï÷˜	20036	25	2408	0	0	60	100	10000	8000	100	200	5000	81	1	0	0	1000	2	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50363	50363	12001	12001	7	1	0	0	0	0	0	0
33201	µæ≤›÷Æ¡È	20031	20	28994	0	0	60	1	10000	8000	300	100	5000	1	1	0	0	1000	2	0	0	0	0	0	0	1000	0	120	0	1	1	5	15	12001	50312	12001	12001	12001	13	1	0	0	0	0	0	0
34301	º∂ ßªÍ¿«	20082	30	10657	0	0	60	1	10000	8000	20	100	5000	109	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
34302	 ßªÍ¿«	20082	30	10657	0	0	60	1	10000	8000	20	100	5000	109	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
34303	 ßªÍ¿«	20082	30	10657	0	0	60	1	10000	8000	20	100	5000	109	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
34304	 ßªÍ¿«	20082	30	10657	0	0	60	1	10000	8000	20	100	5000	109	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
34305	 ßªÍ¿«	20082	30	10657	0	0	60	1	10000	8000	20	100	5000	109	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
34306	 ßªÍ¿«	20082	30	10657	0	0	60	1	10000	8000	20	100	5000	109	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
34307	 ßªÍ¿«	20082	30	10657	0	0	60	1	10000	8000	20	100	5000	109	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
34308	 ßªÍ¿«	20082	30	10657	0	0	60	1	10000	8000	20	100	5000	109	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
35401	æﬁƒß¿«	20082	40	17868	0	0	60	100	10000	8000	100	100	5000	618	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50822	12001	12001	12001	7	1	0	0	0	0	0	0
35402	 ØÕ∑æﬁ»À	20029	40	18868	0	0	60	100	10000	8000	100	100	5000	628	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50291	50293	12001	12001	7	1	0	0	0	0	0	0
35403	˜º˜√Õ∑¡Ï	20054	40	19868	0	0	60	100	10000	8000	100	100	5000	638	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	7	1	0	0	0	0	0	0
35404	µæ≤›»À	20031	40	20868	0	0	60	100	10000	8000	100	100	5000	648	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50312	12001	12001	12001	7	1	0	0	0	0	0	0
35405	¬Ãƒß ﬁ	20033	40	21868	0	0	60	100	10000	8000	100	100	5000	658	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50332	12001	12001	12001	7	1	0	0	0	0	0	0
35406	”„»À	20032	40	22868	0	0	60	100	10000	8000	100	100	5000	668	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50322	12001	12001	12001	7	1	0	0	0	0	0	0
35407	–°∫¸¿Í	20039	40	23868	0	0	60	100	10000	8000	100	100	5000	678	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50392	12001	12001	12001	7	1	0	0	0	0	0	0
36401	…Ó‘®¡Ï÷˜	20036	40	20393	0	0	60	100	10000	8000	100	100	5000	691	8000000	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50362	50363	12001	12001	5	1	0	0	0	0	0	0
36402	µÿ”¸ƒß»Æ	20046	40	20393	0	0	60	100	10000	8000	100	100	5000	691	8000000	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50462	50463	12001	12001	5	1	0	0	0	0	0	0
36403	¡∂”¸ ﬁÕı	20075	40	20393	0	0	60	100	10000	8000	100	100	5000	691	8000000	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50752	12001	12001	12001	5	1	0	0	0	0	0	0
37501	Ú·ÚÊ»Àµ∂∂‹’Ω ø	20014	50	7737	0	0	60	100	10000	8000	100	100	5000	386	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
37502	Ú·ÚÊ»À≥§«π	20016	50	7881	0	0	60	100	10000	8000	100	100	5000	386	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
37503	Ú·ÚÊ»Àπ≠º˝±¯	20067	50	8029	0	0	60	100	10000	8000	100	100	5000	386	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50672	12001	12001	12001	5	1	0	0	0	0	0	0
38501	∂Òƒß≈ÆÕı	20055	50	23211	0	0	60	100	10000	8000	100	100	5000	772	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
38502	±‰“Ï¿«Õı	20024	50	23211	0	0	60	100	10000	8000	100	100	5000	772	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50243	50243	50244	12001	5	1	0	0	0	0	0	0
38503	¿«»Àª ◊”	20035	50	23211	0	0	60	100	10000	8000	100	100	5000	772	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50352	50353	12001	12001	5	1	0	0	0	0	0	0
38504	ø∆—ßπ÷¿«	20080	50	23211	0	0	60	100	10000	8000	100	100	5000	772	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50802	12001	12001	12001	5	1	0	0	0	0	0	0
38505	∞◊œ¨≈£Õı	20043	50	23211	0	0	60	100	10000	8000	100	100	5000	772	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50432	12001	12001	12001	5	1	0	0	0	0	0	0
38506	√®Õ∑ƒßÕı	20010	50	23211	0	0	60	100	10000	8000	100	100	5000	772	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	58102	12001	58104	58105	5	1	0	0	0	0	0	0
39601	¥ÛΩ£ ÿŒ¿	20002	60	13965	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
39602	≥§«π ÿŒ¿	20065	60	13965	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50652	12001	12001	12001	5	1	0	0	0	0	0	0
39603	æﬁ∏´Õ∑¡Ï	20022	60	15000	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50222	12001	12001	12001	5	1	0	0	0	0	0	0
41601	µ¡‘Ù	20033	60	15304	0	0	60	100	10000	8000	30	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50332	12001	12001	12001	5	1	0	0	0	0	0	0
41602	µ¡‘Ù	20033	60	15304	0	0	60	100	10000	8000	30	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50332	12001	12001	12001	5	1	0	0	0	0	0	0
42601	∞µ“π ÿŒ¿	20002	60	13965	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
42602	∞µ“π«πŒ¿	20065	60	13965	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50652	12001	12001	12001	5	1	0	0	0	0	0	0
42603	∞µ“πæ˝Õı	20091	60	15150	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50912	12001	12001	12001	7	1	0	0	0	0	0	0
43601	¡∂”¸ ÿŒ¿	20066	60	13965	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50662	12001	12001	12001	5	1	0	0	0	0	0	0
43602	¡∂”¸π≠ ÷	20054	60	13965	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	5	1	0	0	0	0	0	0
43603	¡∂”¸…ÒÕı	20023	60	15150	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50232	50233	12001	12001	7	1	0	0	0	0	0	0
44601	ÃÏ¬∑ ÿŒ¿	20063	60	13965	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50632	12001	12001	12001	5	1	0	0	0	0	0	0
44602	ÃÏ¬∑∑® ¶	20011	60	13965	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50112	50111	50111	50111	5	1	0	0	0	0	0	0
44603	ÃÏ¬∑≈ÆÕı	20028	60	15150	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50282	50283	12001	12001	7	1	0	0	0	0	0	0
44701	…ÒÕı	20023	40	10000	0	0	60	100	10000	8000	100	100	5000	449	1	0	0	1000	2	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50232	50233	12001	12001	7	1	0	0	0	0	0	0
//°æ–≈—ˆ÷˜…ÒÃÙ’Ω°ø	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31011	…ÒµÓ ÿŒ¿	20002	35	20610	0	0	60	1	10000	1000	100	100	5000	45	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
31012	…ÒµÓª§Œ¿	20065	35	37260	0	0	60	1	10000	1000	100	100	5000	80	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50652	12001	12001	12001	5	1	0	0	0	0	0	0
31013	µ“∂Ìƒ·À˜Àπ	20091	35	247419	0	0	60	1	10000	1000	100	100	5000	91	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50912	50912	50913	12001	110	1	0	0	0	0	0	0
31021	…ÒµÓ ÿŒ¿	20002	45	20610	0	0	60	1	10000	1000	100	100	5000	45	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
31022	…ÒµÓª§Œ¿	20065	45	37260	0	0	60	1	10000	1000	100	100	5000	80	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50652	12001	12001	12001	5	1	0	0	0	0	0	0
31023	∫’ª¥ÀπÕ–Àπ	20063	45	447624	0	0	60	1	10000	1000	100	100	5000	165	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50632	50632	50633	12001	111	1	0	0	0	0	0	0
31031	∏´±¯	20022	55	1000	0	0	60	100	10000	1000	100	100	800	20	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50222	12001	12001	12001	5	1	0	0	0	0	0	0
31032	≈Æπ≠º˝ ÷	20051	55	1000	0	0	60	100	10000	1000	100	100	800	20	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50511	50512	50511	50511	50511	5	1	0	0	0	0	0	0
31033	∞¢»Àπ	20033	55	1592855	0	0	60	100	10000	500	100	100	800	590	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50332	12001	50332	12001	112	1	0	0	0	0	0	0
31041	…ÒµÓ ÿŒ¿	20002	65	20610	0	0	60	1	10000	1000	100	100	5000	45	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
31042	…ÒµÓª§Œ¿	20065	65	37260	0	0	60	1	10000	1000	100	100	5000	80	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	12001	50652	12001	12001	12001	5	1	0	0	0	0	0	0
31043	∫’∂˚ƒ´Àπ	20094	65	2216828	0	0	60	1	10000	1000	100	100	5000	821	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	5	15	50541	50942	50942	50943	12001	113	1	0	0	0	0	0	0
31051	˜º˜√’Ω ø	20066	70	1000	0	0	60	100	10000	500	100	100	800	20	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50662	12001	12001	12001	5	1	0	0	0	0	0	0
31052	˜º˜√…‰ ÷	20054	70	1000	0	0	60	100	10000	500	100	100	800	20	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50541	12001	12001	12001	5	1	0	0	0	0	0	0
31053	∞¢‹Ω¬Âµ“ﬂØ	20028	70	2702515	0	0	60	100	10000	500	100	100	800	1001	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50282	50283	12001	12001	5	1	0	0	0	0	0	0
31061	¥ÛΩ£ ø±¯	20002	80	1000	0	0	60	100	10000	500	100	100	800	20	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
31062	≈Æπ≠º˝ ÷	20051	80	1000	0	0	60	100	10000	1000	100	100	800	20	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50511	50512	50511	50511	50511	5	1	0	0	0	0	0	0
